-149.6,-80.18531849,42.68628281,-152.3787359,-13.20006997
-149.4,-79.14487916,42.67917243,-146.2706402,-12.66782982
-149.2,-78.51218085,42.66726705,-140.4184587,-12.15557199
-149,-77.98995846,42.65081735,-134.8106077,-11.66243661
-148.8,-77.51087844,42.6300612,-129.4360539,-11.18760184
-148.6,-77.05271384,42.60522438,-124.2842867,-10.73028208
-148.4,-76.60636836,42.5765212,-119.3452922,-10.28972627
-148.2,-76.1675512,42.54415512,-114.6095288,-9.865216284
-148,-75.73402119,42.50831936,-110.0679035,-9.456065433
-147.8,-75.3045139,42.46919739,-105.7117501,-9.061616962
-147.6,-74.87827137,42.42696353,-101.5328078,-8.681242692
-147.4,-74.45481626,42.38178333,-97.52320156,-8.314341689
-147.2,-74.03383547,42.33381412,-93.67542305,-7.960339014
-147,-73.61511639,42.2832054,-89.98231272,-7.618684523
-146.8,-73.19851018,42.23009923,-86.43704275,-7.28885173
-146.6,-72.78390995,42.17463067,-83.03310091,-6.970336722
-146.4,-72.37123703,42.11692809,-79.76427522,-6.662657123
-146.2,-71.96043233,42.05711356,-76.62463936,-6.365351117
-146,-71.55145055,41.99530314,-73.60853885,-6.077976502
-145.8,-71.14425633,41.9316072,-70.71057796,-5.800109803
-145.6,-70.7388216,41.86613071,-67.92560719,-5.53134542
-145.4,-70.3351237,41.79897352,-65.24871146,-5.271294815
-145.2,-69.93314406,41.73023061,-62.6751989,-5.019585743
-145,-69.53286723,41.65999234,-60.20059007,-4.775861511
-144.8,-69.13428016,41.58834469,-57.82060794,-4.539780281
-144.6,-68.73737168,41.51536946,-55.53116815,-4.311014397
-144.4,-68.34213211,41.44114452,-53.3283699,-4.089249749
-144.2,-67.94855294,41.36574394,-51.20848724,-3.874185163
-144,-67.55662661,41.28923824,-49.16796078,-3.665531824
-143.8,-67.16634632,41.21169455,-47.20338986,-3.46301272
-143.6,-66.77770586,41.13317673,-45.31152503,-3.266362118
-143.4,-66.39069958,41.05374563,-43.48926097,-3.075325053
-143.2,-66.00532221,40.97345912,-41.73362974,-2.889656859
-143,-65.62156882,40.89237234,-40.04179434,-2.709122702
-142.8,-65.23943477,40.81053775,-38.4110426,-2.533497148
-142.6,-64.8589157,40.72800533,-36.83878138,-2.362563744
-142.4,-64.48000738,40.64482264,-35.32253101,-2.19611462
-142.2,-64.10270578,40.56103499,-33.85992006,-2.033950111
-142,-63.72700705,40.47668549,-32.44868034,-1.87587839
-141.8,-63.35290738,40.39181524,-31.08664212,-1.721715132
-141.6,-62.98040313,40.30646332,-29.77172958,-1.571283168
-141.4,-62.60949071,40.22066698,-28.50195655,-1.424412187
-141.2,-62.24016661,40.13446167,-27.27542236,-1.280938419
-141,-61.87242741,40.04788115,-26.09030794,-1.140704362
-140.8,-61.50626969,39.96095758,-24.94487212,-1.003558492
-140.6,-61.14169012,39.87372154,-23.83744806,-0.869355014
-140.4,-60.77868539,39.78620219,-22.7664399,-0.737953605
-140.2,-60.41725223,39.69842727,-21.73031954,-0.609219176
-140,-60.05738738,39.6104232,-20.72762355,-0.483021638
-139.8,-59.69908764,39.52221511,-19.75695033,-0.359235697
-139.6,-59.34234979,39.43382695,-18.81695724,-0.237740626
-139.4,-58.98717064,39.34528149,-17.90635803,-0.118420085
-139.2,-58.63354704,39.25660041,-17.02392028,-0.001161914
-139,-58.28147581,39.16780435,-16.16846301,0.114142039
-138.8,-57.93095381,39.07891294,-15.3388544,0.227596095
-138.6,-57.58197789,38.98994487,-14.53400957,0.339300914
-138.4,-57.23454492,38.9009179,-13.75288857,0.449353651
-138.2,-56.88865175,38.81184895,-12.99449433,0.557848108
-138,-56.54429528,38.72275407,-12.25787079,0.664874882
-137.8,-56.20147235,38.63364857,-11.54210115,0.770521503
-137.6,-55.86017984,38.54454697,-10.84630606,0.874872566
-137.4,-55.52041465,38.4554631,-10.16964204,0.978009861
-137.2,-55.18217362,38.36641008,-9.511299923,1.080012492
-137,-54.84545364,38.27740037,-8.870503339,1.180957
-136.8,-54.51025157,38.18844585,-8.24650729,1.280917462
-136.6,-54.17656429,38.09955775,-7.638596821,1.379965613
-136.4,-53.84438865,38.01074676,-7.046085703,1.478170935
-136.2,-53.51372153,37.92202303,-6.468315203,1.575600763
-136,-53.18455977,37.83339617,-5.904652914,1.672320376
-135.8,-52.85690023,37.74487531,-5.354491614,1.768393085
-135.6,-52.53073976,37.6564691,-4.817248212,1.863880319
-135.4,-52.2060752,37.56818575,-4.292362712,1.95884171
-135.2,-51.88290341,37.48003303,-3.779297228,2.053335167
-135,-51.5612212,37.39201829,-3.277535075,2.147416952
-134.8,-51.24102542,37.30414851,-2.786579847,2.241141756
-134.6,-50.92231288,37.21643027,-2.305954591,2.334562763
-134.4,-50.60508041,37.12886981,-1.835200974,2.427731715
-134.2,-50.28932481,37.04147301,-1.37387853,2.520698981
-134,-49.9750429,36.95424545,-0.92156389,2.613513609
-133.8,-49.66223148,36.86719236,-0.477850093,2.706223393
-133.6,-49.35088735,36.78031871,-0.042345923,2.798874917
-133.4,-49.04100728,36.69362915,0.385324786,2.89151362
-133.2,-48.73258808,36.60712809,0.805523704,2.984183834
-133,-48.42562651,36.52081966,1.218598653,3.076928845
-132.8,-48.12011935,36.43470774,1.624884128,3.169790929
-132.6,-47.81606337,36.34879599,2.024701854,3.262811398
-132.4,-47.51345531,36.26308783,2.418361306,3.356030651
-132.2,-47.21229194,36.17758647,2.806160189,3.449488201
-132,-46.91257,36.0922949,3.188384907,3.543222724
-131.8,-46.61428622,36.00721594,3.565311031,3.63727209
-131.6,-46.31743735,35.92235219,3.937203705,3.731673404
-131.4,-46.02202011,35.83770609,4.304318069,3.826463034
-131.2,-45.72803121,35.75327991,4.666899661,3.921676645
-131,-45.43546738,35.66907573,5.025184758,4.017349232
-130.8,-45.14432532,35.58509552,5.379400794,4.113515148
-130.6,-44.85460173,35.50134105,5.729766629,4.210208133
-130.4,-44.56629331,35.41781398,6.076492947,4.307461336
-130.2,-44.27939674,35.33451583,6.419782525,4.405307348
-130,-43.9939087,35.25144797,6.759830555,4.503778223
-129.8,-43.70982587,35.16861167,7.096824914,4.602905498
-129.6,-43.42714492,35.08600806,7.430946465,4.70272022
-129.4,-43.1458625,35.00363817,7.762369287,4.803252966
-129.2,-42.86597528,34.92150294,8.091260961,4.904533862
-129,-42.5874799,34.83960316,8.417782781,5.006592601
-128.8,-42.31037301,34.75793956,8.74209,5.109458465
-128.6,-42.03465123,34.67651277,9.064332057,5.213160336
-128.4,-41.76031121,34.59532332,9.384652769,5.317726719
-128.2,-41.48734956,34.51437165,9.703190537,5.423185757
-128,-41.2157629,34.43365815,10.02007857,5.529565234
-127.8,-40.94554783,34.3531831,10.33544502,5.63689261
